supplier_id,business_name,registration_number,status,registration_date,business_type,industry_category,state,verification_status,verification_reason
BUS0002721,CitiCenter Supplies,RC368131,registered,2022-08-03,Cooperative Society,Manufacturing,Rivers,VERIFIED,Business passed basic verification
BUS0002722,Nimbus IT Solutions,RC802617,registered,,Cooperative Society,Beverages,Yobe,REJECTED,Missing or invalid registration date
BUS0002723,Atlas Transport,RC880834,registered,,Business Name,Pharmaceuticals,Zamfara,REJECTED,Missing or invalid registration date
BUS0002724,Spectrum Energy,RC788901,registered,,Enterprise,Renewable Energy,Ebonyi,REJECTED,Missing or invalid registration date
BUS0002725,Cornerstone Ventures,RC383094,registered,,Enterprise,Trading,Ondo,REJECTED,Missing or invalid registration date
BUS0002726,Urban Farm Produce,RC304768,registered,,Business Name,Beverages,Anambra,REJECTED,Missing or invalid registration date
BUS0002727,Pioneer Foods,RC915341,registered,,Public Limited Company,Retail,Kogi,REJECTED,Missing or invalid registration date
BUS0002728,Golden Harvest Foods,RC820047,registered,2019-12-02,Sole Proprietorship,Construction,Borno,VERIFIED,Business passed basic verification
BUS0002729,Crestfield Trading,RC733114,registered,2023-04-08,Partnership,Media,Kogi,VERIFIED,Business passed basic verification
BUS0002730,Apex Retailers,RC645888,registered,,Business Name,Agro-processing,Adamawa,REJECTED,Missing or invalid registration date
BUS0002731,Evergreen Agro,RC295748,registered,2015-12-07,Cooperative Society,Entertainment,Katsina,VERIFIED,Business passed basic verification
BUS0002732,Vertex Global Services,RC731520,registered,,Business Name,Microfinance,Sokoto,REJECTED,Missing or invalid registration date
BUS0002733,BlueOcean Logistics,RC482536,registered,,Limited Liability Company,Hospitality,Osun,REJECTED,Missing or invalid registration date
BUS0002734,Prime Health Supplies,RC575087,registered,2025-04-07,Sole Proprietorship,EdTech,Kebbi,FLAGGED,Recently registered business
BUS0002735,Spectrum Energy,RC123831,registered,,Public Limited Company,Education,Cross River,REJECTED,Missing or invalid registration date
BUS0002736,MetroLink Ventures,RC186500,registered,2017-02-06,Business Name,Renewable Energy,Jigawa,VERIFIED,Business passed basic verification
BUS0002737,Zenith Media,RC764823,registered,,Sole Proprietorship,Tourism,Rivers,REJECTED,Missing or invalid registration date
BUS0002738,CitiCenter Supplies,RC796309,registered,,Non-Profit Organization,Financial Services,Jigawa,REJECTED,Missing or invalid registration date
BUS0002739,Nimbus IT Solutions,RC806972,registered,2025-12-06,Enterprise,Food Processing,Benue,FLAGGED,Recently registered business
BUS0002740,Mercury Marketing,RC998933,registered,2020-02-12,Public Limited Company,Agro-processing,Bauchi,VERIFIED,Business passed basic verification
BUS0002741,Heritage Consulting,RC798046,registered,,Enterprise,Real Estate,Imo,REJECTED,Missing or invalid registration date
BUS0002742,Bright Learning Institute,RC479842,registered,,Non-Profit Organization,Security Services,Bayelsa,REJECTED,Missing or invalid registration date
BUS0002743,Nimbus IT Solutions,RC330527,registered,,Business Name,Real Estate,Niger,REJECTED,Missing or invalid registration date
BUS0002744,PrimeBuild Construction,RC962150,registered,2024-01-10,Enterprise,Hospitality,Yobe,VERIFIED,Business passed basic verification
BUS0002745,Golden Harvest Foods,RC237082,registered,2016-11-02,Limited Liability Company,Real Estate,Plateau,VERIFIED,Business passed basic verification
BUS0002746,Crestfield Trading,RC492849,registered,,Enterprise,Beverages,Imo,REJECTED,Missing or invalid registration date
BUS0002747,Heritage Consulting,RC662897,registered,,Enterprise,Entertainment,Benue,REJECTED,Missing or invalid registration date
BUS0002748,Sunbeam Electricals,RC827234,registered,2015-10-04,Cooperative Society,Manufacturing,Bauchi,VERIFIED,Business passed basic verification
BUS0002749,Royal Furnishings,RC825703,registered,,Partnership,Agro-processing,Edo,REJECTED,Missing or invalid registration date
BUS0002750,GreenField Farms Ltd,RC148755,registered,,Public Limited Company,Financial Services,Oyo,REJECTED,Missing or invalid registration date
BUS0002751,Golden Harvest Foods,RC281806,registered,,Sole Proprietorship,Renewable Energy,Katsina,REJECTED,Missing or invalid registration date
BUS0002752,Horizon Auto Parts,RC250779,registered,2016-03-10,Sole Proprietorship,Healthcare,Ogun,VERIFIED,Business passed basic verification
BUS0002753,Crestfield Trading,RC866974,registered,2022-11-09,Sole Proprietorship,Agro-processing,Imo,VERIFIED,Business passed basic verification
BUS0002754,Alpha Systems Ltd,RC116483,registered,2024-03-07,Public Limited Company,Trading,Ebonyi,FLAGGED,Recently registered business
BUS0002755,Elite Cleaning Co,RC702431,registered,,Enterprise,Real Estate,Edo,REJECTED,Missing or invalid registration date
BUS0002756,Crown Textiles,RC240648,registered,,Non-Profit Organization,Financial Services,Zamfara,REJECTED,Missing or invalid registration date
BUS0002757,GreenField Farms Ltd,RC805592,registered,2022-07-09,Business Name,Financial Services,Rivers,VERIFIED,Business passed basic verification
BUS0002758,CitiCenter Supplies,RC300049,registered,2025-11-07,Partnership,Real Estate,Bauchi,FLAGGED,Recently registered business
BUS0002759,Heritage Consulting,RC236037,registered,,Limited Liability Company,Hospitality,Nasarawa,REJECTED,Missing or invalid registration date
BUS0002760,Silverline Manufacturing,RC921138,registered,,Cooperative Society,Media,Plateau,REJECTED,Missing or invalid registration date
BUS0002761,Silverline Manufacturing,RC514912,registered,2021-01-01,Enterprise,Microfinance,Abia,VERIFIED,Business passed basic verification
BUS0002762,Starlight Fabrics,RC674627,registered,2025-08-10,Non-Profit Organization,Real Estate,Nasarawa,FLAGGED,Recently registered business
BUS0002763,BrightWave Technologies,RC219966,registered,,Business Name,Financial Services,Gombe,REJECTED,Missing or invalid registration date
BUS0002764,BrightWave Technologies,RC825948,registered,2024-07-05,Cooperative Society,Tourism,Benue,FLAGGED,Recently registered business
BUS0002765,Urban Farm Produce,RC252506,registered,2015-02-11,Enterprise,Consulting,Gombe,VERIFIED,Business passed basic verification
BUS0002766,Crestfield Trading,RC365692,registered,,Cooperative Society,Textiles,Abia,REJECTED,Missing or invalid registration date
BUS0002767,Guardian Security Services,RC864654,registered,,Cooperative Society,Education,Zamfara,REJECTED,Missing or invalid registration date
BUS0002768,Prime Health Supplies,RC918512,registered,,Sole Proprietorship,Beverages,Ondo,REJECTED,Missing or invalid registration date
BUS0002769,Zenith Media,RC353354,registered,,Sole Proprietorship,Agriculture,Kebbi,REJECTED,Missing or invalid registration date
BUS0002770,Zenith Media,RC523587,registered,,Limited Liability Company,Advertising,Benue,REJECTED,Missing or invalid registration date
BUS0002771,Nova Industrial Works,RC625774,registered,,Non-Profit Organization,Agro-processing,Katsina,REJECTED,Missing or invalid registration date
BUS0002772,Atlas Transport,RC594696,registered,,Partnership,Construction,Osun,REJECTED,Missing or invalid registration date
BUS0002773,PrimeBuild Construction,RC352343,registered,,Enterprise,Advertising,Abia,REJECTED,Missing or invalid registration date
BUS0002774,CitiCenter Supplies,RC897620,registered,,Business Name,Pharmaceuticals,Sokoto,REJECTED,Missing or invalid registration date
BUS0002775,Starlight Fabrics,RC437264,registered,,Partnership,Fashion,Enugu,REJECTED,Missing or invalid registration date
BUS0002776,Lakeside Traders,RC968446,registered,2017-03-06,Cooperative Society,Advertising,Bayelsa,VERIFIED,Business passed basic verification
BUS0002777,Horizon Auto Parts,RC509554,registered,,Partnership,Security Services,Bayelsa,REJECTED,Missing or invalid registration date
BUS0002778,Heritage Consulting,RC403180,registered,2019-04-07,Non-Profit Organization,Food Processing,Jigawa,VERIFIED,Business passed basic verification
BUS0002779,Mercury Marketing,RC674355,registered,,Business Name,Renewable Energy,Anambra,REJECTED,Missing or invalid registration date
BUS0002780,Elite Cleaning Co,RC515896,registered,,Enterprise,Information Technology,Imo,REJECTED,Missing or invalid registration date
BUS0002781,Evergreen Agro,RC488197,registered,2015-12-03,Limited Liability Company,Education,Kano,VERIFIED,Business passed basic verification
BUS0002782,Cornerstone Ventures,RC778957,registered,,Public Limited Company,Advertising,Rivers,REJECTED,Missing or invalid registration date
BUS0002783,Starlight Fabrics,RC965233,registered,,Non-Profit Organization,Media,Anambra,REJECTED,Missing or invalid registration date
BUS0002784,Starlight Fabrics,RC828436,registered,2017-01-08,Public Limited Company,Real Estate,Ondo,VERIFIED,Business passed basic verification
BUS0002785,Orchid Pharmaceuticals,RC454082,registered,2019-06-04,Partnership,Renewable Energy,Nasarawa,VERIFIED,Business passed basic verification
BUS0002786,CitiCenter Supplies,RC106913,registered,,Public Limited Company,Entertainment,Abia,REJECTED,Missing or invalid registration date
BUS0002787,Bright Learning Institute,RC240894,registered,,Cooperative Society,Human Resources,Kaduna,REJECTED,Missing or invalid registration date
BUS0002788,EcoTech Solutions Ltd,RC663969,registered,,Non-Profit Organization,Renewable Energy,Sokoto,REJECTED,Missing or invalid registration date
BUS0002789,CitiCenter Supplies,RC565248,registered,2025-12-01,Sole Proprietorship,Textiles,Kano,FLAGGED,Recently registered business
BUS0002790,Horizon Auto Parts,RC534633,registered,2015-06-12,Business Name,Facility Management,Yobe,VERIFIED,Business passed basic verification
BUS0002791,Bountiful Beverages,RC830995,registered,,Non-Profit Organization,Transportation,Kogi,REJECTED,Missing or invalid registration date
BUS0002792,Horizon Auto Parts,RC620717,registered,2020-03-01,Sole Proprietorship,Fintech,Bauchi,VERIFIED,Business passed basic verification
BUS0002793,Orchid Pharmaceuticals,RC503426,registered,2015-12-08,Cooperative Society,Facility Management,Benue,VERIFIED,Business passed basic verification
BUS0002794,Unity Supplies Nigeria,RC591579,registered,,Public Limited Company,Consulting,Borno,REJECTED,Missing or invalid registration date
BUS0002795,PrimeBuild Construction,RC130723,registered,2016-08-06,Sole Proprietorship,Security Services,Taraba,VERIFIED,Business passed basic verification
BUS0002796,HarborTech Systems,RC730429,registered,,Limited Liability Company,Financial Services,Akwa Ibom,REJECTED,Missing or invalid registration date
BUS0002797,Prime Health Supplies,RC351274,registered,2017-06-01,Sole Proprietorship,Trading,Kebbi,VERIFIED,Business passed basic verification
BUS0002798,Prime Health Supplies,RC905094,registered,2020-06-01,Sole Proprietorship,Education,Oyo,VERIFIED,Business passed basic verification
BUS0002799,Nova Industrial Works,RC894308,registered,,Business Name,Tourism,Abia,REJECTED,Missing or invalid registration date
BUS0002800,SmartServe Services,RC110735,registered,2024-12-03,Sole Proprietorship,Facility Management,Katsina,FLAGGED,Recently registered business
BUS0002801,Crestfield Trading,RC758304,registered,2023-07-03,Business Name,Hospitality,Anambra,VERIFIED,Business passed basic verification
BUS0002802,Bright Learning Institute,RC612351,registered,,Non-Profit Organization,Wholesale,Bayelsa,REJECTED,Missing or invalid registration date
BUS0002803,Prime Health Supplies,RC445511,registered,2020-02-07,Enterprise,Fashion,Kaduna,VERIFIED,Business passed basic verification
BUS0002804,Prime Health Supplies,RC898241,registered,2021-04-07,Sole Proprietorship,Food Processing,Delta,VERIFIED,Business passed basic verification
BUS0002805,Sunrise Traders,RC839905,registered,2016-07-08,Business Name,Trading,Plateau,VERIFIED,Business passed basic verification
BUS0002806,Mercury Marketing,RC825018,registered,,Cooperative Society,Microfinance,Nasarawa,REJECTED,Missing or invalid registration date
BUS0002807,Bright Learning Institute,RC931886,registered,,Limited Liability Company,Human Resources,Borno,REJECTED,Missing or invalid registration date
BUS0002808,Nova Industrial Works,RC399593,registered,,Limited Liability Company,Textiles,Nasarawa,REJECTED,Missing or invalid registration date
BUS0002809,Apex Retailers,RC181720,registered,,Public Limited Company,Waste Management,Gombe,REJECTED,Missing or invalid registration date
BUS0002810,BrightWave Technologies,RC800472,registered,2022-05-06,Public Limited Company,Transportation,Gombe,VERIFIED,Business passed basic verification
BUS0002811,Lakeside Traders,RC318016,registered,2016-02-09,Sole Proprietorship,Tourism,Niger,VERIFIED,Business passed basic verification
BUS0002812,Zenith Media,RC679247,registered,,Cooperative Society,Microfinance,Katsina,REJECTED,Missing or invalid registration date
BUS0002813,Orchid Pharmaceuticals,RC566076,registered,2016-02-04,Non-Profit Organization,Automotive,Benue,VERIFIED,Business passed basic verification
BUS0002814,Nova Industrial Works,RC289875,registered,,Sole Proprietorship,Retail,Abia,REJECTED,Missing or invalid registration date
BUS0002815,Evergreen Agro,RC190106,registered,2023-04-03,Enterprise,Microfinance,Gombe,VERIFIED,Business passed basic verification
BUS0002816,Starlight Fabrics,RC798140,registered,2021-03-06,Limited Liability Company,Transportation,Plateau,VERIFIED,Business passed basic verification
BUS0002817,Sunrise Traders,RC436055,registered,,Enterprise,Fintech,Bauchi,REJECTED,Missing or invalid registration date
BUS0002818,Elite Cleaning Co,RC804507,registered,2015-04-11,Limited Liability Company,Consulting,Sokoto,VERIFIED,Business passed basic verification
BUS0002819,Prime Health Supplies,RC868127,registered,,Business Name,Tourism,Kwara,REJECTED,Missing or invalid registration date
BUS0002820,Zenith Media,RC739997,registered,,Limited Liability Company,Education,Adamawa,REJECTED,Missing or invalid registration date
BUS0002821,Golden Harvest Foods,RC874858,registered,,Cooperative Society,Food Processing,Niger,REJECTED,Missing or invalid registration date
BUS0002822,Apex Retailers,RC654010,registered,2016-01-06,Partnership,Construction,Kebbi,VERIFIED,Business passed basic verification
BUS0002823,Bountiful Beverages,RC202341,registered,2015-09-04,Limited Liability Company,Marketing,Akwa Ibom,VERIFIED,Business passed basic verification
BUS0002824,Bountiful Beverages,RC106920,registered,2017-02-07,Limited Liability Company,Media,Borno,VERIFIED,Business passed basic verification
BUS0002825,BrightWave Technologies,RC442629,registered,,Limited Liability Company,EdTech,Benue,REJECTED,Missing or invalid registration date
BUS0002826,Crestfield Trading,RC365291,registered,,Sole Proprietorship,Renewable Energy,Kogi,REJECTED,Missing or invalid registration date
BUS0002827,Guardian Security Services,RC891344,registered,2018-05-10,Partnership,Microfinance,Adamawa,VERIFIED,Business passed basic verification
BUS0002828,Bountiful Beverages,RC244513,registered,,Public Limited Company,Education,Zamfara,REJECTED,Missing or invalid registration date
BUS0002829,Spectrum Energy,RC176027,registered,,Business Name,Hospitality,Delta,REJECTED,Missing or invalid registration date
BUS0002830,EcoTech Solutions Ltd,RC826380,registered,,Enterprise,Entertainment,Akwa Ibom,REJECTED,Missing or invalid registration date
BUS0002831,GreenField Farms Ltd,RC252207,registered,2021-06-12,Limited Liability Company,Entertainment,Nasarawa,VERIFIED,Business passed basic verification
BUS0002832,Pioneer Foods,RC287870,registered,2024-09-03,Cooperative Society,Renewable Energy,Adamawa,FLAGGED,Recently registered business
BUS0002833,SmartServe Services,RC697872,registered,,Limited Liability Company,Renewable Energy,Bauchi,REJECTED,Missing or invalid registration date
BUS0002834,Heritage Consulting,RC652165,registered,,Non-Profit Organization,Manufacturing,Katsina,REJECTED,Missing or invalid registration date
BUS0002835,Spectrum Energy,RC855406,registered,,Cooperative Society,Consulting,Jigawa,REJECTED,Missing or invalid registration date
BUS0002836,Nimbus IT Solutions,RC640946,registered,,Partnership,Textiles,Osun,REJECTED,Missing or invalid registration date
BUS0002837,Cornerstone Ventures,RC590683,registered,2018-02-11,Cooperative Society,Trading,Benue,VERIFIED,Business passed basic verification
BUS0002838,Horizon Auto Parts,RC199819,registered,,Partnership,Construction,Osun,REJECTED,Missing or invalid registration date
BUS0002839,Nova Industrial Works,RC499944,registered,,Enterprise,Facility Management,Abia,REJECTED,Missing or invalid registration date
BUS0002840,PrimeBuild Construction,RC177329,registered,,Partnership,Food Processing,Yobe,REJECTED,Missing or invalid registration date
BUS0002841,MetroLink Ventures,RC306694,registered,2023-11-06,Non-Profit Organization,Hospitality,Katsina,VERIFIED,Business passed basic verification
BUS0002842,Urban Farm Produce,RC547894,registered,2022-09-04,Partnership,Trading,Zamfara,VERIFIED,Business passed basic verification
BUS0002843,Crown Textiles,RC499903,registered,,Non-Profit Organization,Education,Bauchi,REJECTED,Missing or invalid registration date
BUS0002844,Zenith Media,RC980711,registered,2018-01-08,Public Limited Company,Food Processing,Edo,VERIFIED,Business passed basic verification
BUS0002845,Royal Furnishings,RC649378,registered,,Public Limited Company,Automotive,Nasarawa,REJECTED,Missing or invalid registration date
BUS0002846,Mercury Marketing,RC218760,registered,,Business Name,Waste Management,Yobe,REJECTED,Missing or invalid registration date
BUS0002847,Golden Harvest Foods,RC443396,registered,2018-06-09,Non-Profit Organization,Tourism,Kebbi,VERIFIED,Business passed basic verification
BUS0002848,Nimbus IT Solutions,RC786679,registered,2025-12-07,Sole Proprietorship,Pharmaceuticals,Bauchi,FLAGGED,Recently registered business
BUS0002849,MetroLink Ventures,RC483853,registered,,Partnership,Hospitality,Ondo,REJECTED,Missing or invalid registration date
BUS0002850,Nova Industrial Works,RC695670,registered,2017-06-02,Cooperative Society,Entertainment,Kano,VERIFIED,Business passed basic verification
BUS0002851,GreenField Farms Ltd,RC378219,registered,2016-08-03,Public Limited Company,Food Processing,Ondo,VERIFIED,Business passed basic verification
BUS0002852,Royal Furnishings,RC836763,registered,2023-08-08,Partnership,Construction,Akwa Ibom,VERIFIED,Business passed basic verification
BUS0002853,Orchid Pharmaceuticals,RC653808,registered,2025-10-01,Partnership,Automotive,Taraba,FLAGGED,Recently registered business
BUS0002854,SmartServe Services,RC757725,registered,,Cooperative Society,Manufacturing,Anambra,REJECTED,Missing or invalid registration date
BUS0002855,Summit Engineering,RC210931,registered,2024-11-12,Partnership,Wholesale,Edo,FLAGGED,Recently registered business
BUS0002856,Summit Engineering,RC232298,registered,,Sole Proprietorship,Renewable Energy,Bayelsa,REJECTED,Missing or invalid registration date
BUS0002857,Sunbeam Electricals,RC136536,registered,2022-10-11,Sole Proprietorship,Manufacturing,Adamawa,VERIFIED,Business passed basic verification
BUS0002858,Guardian Security Services,RC317272,registered,,Limited Liability Company,Logistics,Yobe,REJECTED,Missing or invalid registration date
BUS0002859,Sunbeam Electricals,RC416211,registered,,Enterprise,Manufacturing,Zamfara,REJECTED,Missing or invalid registration date
BUS0002860,HarborTech Systems,RC252112,registered,,Business Name,Logistics,Enugu,REJECTED,Missing or invalid registration date
BUS0002861,Sunbeam Electricals,RC599889,registered,,Public Limited Company,Media,Abia,REJECTED,Missing or invalid registration date
BUS0002862,Vertex Global Services,RC792032,registered,,Enterprise,Wholesale,Imo,REJECTED,Missing or invalid registration date
BUS0002863,MetroLink Ventures,RC256403,registered,,Non-Profit Organization,Human Resources,Delta,REJECTED,Missing or invalid registration date
BUS0002864,Heritage Consulting,RC783407,registered,,Cooperative Society,Real Estate,Kwara,REJECTED,Missing or invalid registration date
BUS0002865,Summit Engineering,RC516805,registered,,Non-Profit Organization,Wholesale,Edo,REJECTED,Missing or invalid registration date
BUS0002866,Sunbeam Electricals,RC315405,registered,2015-05-10,Enterprise,Information Technology,Bayelsa,VERIFIED,Business passed basic verification
BUS0002867,Prime Health Supplies,RC919881,registered,,Enterprise,Tourism,Delta,REJECTED,Missing or invalid registration date
BUS0002868,Nimbus IT Solutions,RC761833,registered,2024-07-02,Non-Profit Organization,Telecommunications,Ebonyi,FLAGGED,Recently registered business
BUS0002869,Apex Retailers,RC867454,registered,,Sole Proprietorship,Telecommunications,Abia,REJECTED,Missing or invalid registration date
BUS0002870,Elite Cleaning Co,RC286387,registered,,Sole Proprietorship,Logistics,Kaduna,REJECTED,Missing or invalid registration date
BUS0002871,Spectrum Energy,RC913997,registered,,Public Limited Company,Transportation,Delta,REJECTED,Missing or invalid registration date
BUS0002872,Olive Oil Processing,RC725468,registered,,Cooperative Society,Transportation,Taraba,REJECTED,Missing or invalid registration date
BUS0002873,SkyHigh Enterprises,RC271834,registered,2024-03-04,Enterprise,Information Technology,Niger,FLAGGED,Recently registered business
BUS0002874,Unity Supplies Nigeria,RC761202,registered,,Enterprise,Agro-processing,Kogi,REJECTED,Missing or invalid registration date
BUS0002875,SmartServe Services,RC764128,registered,2020-12-04,Partnership,Tourism,Delta,VERIFIED,Business passed basic verification
BUS0002876,GreenField Farms Ltd,RC546604,registered,2016-10-09,Partnership,Transportation,Osun,VERIFIED,Business passed basic verification
BUS0002877,Nova Industrial Works,RC842866,registered,2024-04-03,Limited Liability Company,EdTech,Kano,FLAGGED,Recently registered business
BUS0002878,Sunbeam Electricals,RC236132,registered,,Enterprise,Financial Services,Oyo,REJECTED,Missing or invalid registration date
BUS0002879,Nova Industrial Works,RC542203,registered,,Cooperative Society,Healthcare,Anambra,REJECTED,Missing or invalid registration date
BUS0002880,BlueOcean Logistics,RC151277,registered,,Limited Liability Company,Agriculture,Imo,REJECTED,Missing or invalid registration date
BUS0002881,PrimeBuild Construction,RC224422,registered,2016-08-06,Non-Profit Organization,Transportation,Kano,VERIFIED,Business passed basic verification
BUS0002882,Bright Learning Institute,RC216310,registered,2017-04-11,Partnership,Textiles,Benue,VERIFIED,Business passed basic verification
BUS0002883,Zenith Media,RC197201,registered,,Limited Liability Company,Marketing,Kebbi,REJECTED,Missing or invalid registration date
BUS0002884,Urban Retail Hub,RC154013,registered,,Sole Proprietorship,EdTech,Zamfara,REJECTED,Missing or invalid registration date
BUS0002885,MetroLink Ventures,RC148875,registered,,Partnership,Information Technology,Taraba,REJECTED,Missing or invalid registration date
BUS0002886,SmartServe Services,RC832985,registered,2019-04-10,Limited Liability Company,Microfinance,Osun,VERIFIED,Business passed basic verification
BUS0002887,Apex Retailers,RC869150,registered,,Cooperative Society,Transportation,Rivers,REJECTED,Missing or invalid registration date
BUS0002888,Pioneer Foods,RC409687,registered,,Non-Profit Organization,Transportation,Imo,REJECTED,Missing or invalid registration date
BUS0002889,Unity Supplies Nigeria,RC684051,registered,2017-06-12,Sole Proprietorship,Marketing,Oyo,VERIFIED,Business passed basic verification
BUS0002890,Urban Retail Hub,RC620202,registered,,Public Limited Company,Advertising,Sokoto,REJECTED,Missing or invalid registration date
BUS0002891,Heritage Consulting,RC889646,registered,,Partnership,Agriculture,Delta,REJECTED,Missing or invalid registration date
BUS0002892,BrightWave Technologies,RC947568,registered,,Enterprise,Human Resources,Plateau,REJECTED,Missing or invalid registration date
BUS0002893,PrimeBuild Construction,RC693241,registered,,Business Name,Media,Enugu,REJECTED,Missing or invalid registration date
BUS0002894,Royal Furnishings,RC989291,registered,2025-01-05,Sole Proprietorship,Food Processing,Gombe,FLAGGED,Recently registered business
BUS0002895,Royal Furnishings,RC378118,registered,,Non-Profit Organization,Pharmaceuticals,Bayelsa,REJECTED,Missing or invalid registration date
BUS0002896,Golden Harvest Foods,RC149534,registered,,Cooperative Society,Agro-processing,Kwara,REJECTED,Missing or invalid registration date
BUS0002897,Orchid Pharmaceuticals,RC819288,registered,2022-02-11,Partnership,Facility Management,Benue,VERIFIED,Business passed basic verification
BUS0002898,Heritage Consulting,RC993326,registered,,Cooperative Society,Marketing,Oyo,REJECTED,Missing or invalid registration date
BUS0002899,Summit Engineering,RC559336,registered,2025-08-04,Partnership,Logistics,Edo,FLAGGED,Recently registered business
BUS0002900,EcoTech Solutions Ltd,RC500391,registered,,Enterprise,Agro-processing,Delta,REJECTED,Missing or invalid registration date
BUS0002901,PrimeBuild Construction,RC260148,registered,,Public Limited Company,Agro-processing,Gombe,REJECTED,Missing or invalid registration date
BUS0002902,Heritage Consulting,RC746901,registered,,Non-Profit Organization,Transportation,Abia,REJECTED,Missing or invalid registration date
BUS0002903,Sunbeam Electricals,RC497562,registered,2022-01-10,Cooperative Society,E-commerce,Cross River,VERIFIED,Business passed basic verification
BUS0002904,BrightWave Technologies,RC245078,registered,2020-02-05,Public Limited Company,Trading,Zamfara,VERIFIED,Business passed basic verification
BUS0002905,Olive Oil Processing,RC446645,registered,,Limited Liability Company,Retail,Nasarawa,REJECTED,Missing or invalid registration date
BUS0002906,Spectrum Energy,RC879669,registered,,Non-Profit Organization,Microfinance,Anambra,REJECTED,Missing or invalid registration date
BUS0002907,Alpha Systems Ltd,RC240358,registered,,Partnership,Security Services,Gombe,REJECTED,Missing or invalid registration date
BUS0002908,Silverline Manufacturing,RC925441,registered,,Business Name,Entertainment,Bauchi,REJECTED,Missing or invalid registration date
BUS0002909,Crestfield Trading,RC227270,registered,2017-06-10,Sole Proprietorship,Healthcare,Zamfara,VERIFIED,Business passed basic verification
BUS0002910,Bright Learning Institute,RC297676,registered,2017-03-09,Cooperative Society,Retail,Osun,VERIFIED,Business passed basic verification
BUS0002911,Starlight Fabrics,RC652781,registered,,Non-Profit Organization,Textiles,Ondo,REJECTED,Missing or invalid registration date
BUS0002912,Alpha Systems Ltd,RC538896,registered,,Cooperative Society,Waste Management,Ogun,REJECTED,Missing or invalid registration date
BUS0002913,Golden Harvest Foods,RC511132,registered,,Cooperative Society,Security Services,Ebonyi,REJECTED,Missing or invalid registration date
BUS0002914,Starlight Fabrics,RC820901,registered,2016-12-05,Public Limited Company,Construction,Gombe,VERIFIED,Business passed basic verification
BUS0002915,Urban Farm Produce,RC381126,registered,,Sole Proprietorship,Fashion,Cross River,REJECTED,Missing or invalid registration date
BUS0002916,GreenField Farms Ltd,RC655317,registered,2015-02-08,Limited Liability Company,Wholesale,Niger,VERIFIED,Business passed basic verification
BUS0002917,Vertex Global Services,RC204361,registered,2021-12-11,Sole Proprietorship,Beverages,Oyo,VERIFIED,Business passed basic verification
BUS0002918,Bountiful Beverages,RC994728,registered,,Cooperative Society,Entertainment,Ekiti,REJECTED,Missing or invalid registration date
BUS0002919,GreenField Farms Ltd,RC730886,registered,2017-06-06,Enterprise,Fashion,Osun,VERIFIED,Business passed basic verification
BUS0002920,Bright Learning Institute,RC686545,registered,,Sole Proprietorship,Healthcare,Nasarawa,REJECTED,Missing or invalid registration date
BUS0002921,Vertex Global Services,RC511419,registered,,Sole Proprietorship,Microfinance,Enugu,REJECTED,Missing or invalid registration date
BUS0002922,Prime Health Supplies,RC955599,registered,,Public Limited Company,Pharmaceuticals,Plateau,REJECTED,Missing or invalid registration date
BUS0002923,Lakeside Traders,RC193115,registered,,Non-Profit Organization,Marketing,Osun,REJECTED,Missing or invalid registration date
BUS0002924,Horizon Auto Parts,RC810723,registered,2020-06-06,Sole Proprietorship,Transportation,Sokoto,VERIFIED,Business passed basic verification
BUS0002925,MetroLink Ventures,RC737237,registered,,Non-Profit Organization,Consulting,Ogun,REJECTED,Missing or invalid registration date
BUS0002926,Crown Textiles,RC667885,registered,2017-07-06,Cooperative Society,Information Technology,Osun,VERIFIED,Business passed basic verification
BUS0002927,Bright Learning Institute,RC481499,registered,2025-03-08,Sole Proprietorship,Waste Management,Delta,FLAGGED,Recently registered business
BUS0002928,Urban Retail Hub,RC178543,registered,,Cooperative Society,Waste Management,Plateau,REJECTED,Missing or invalid registration date
BUS0002929,Golden Harvest Foods,RC412190,registered,,Non-Profit Organization,Beverages,Niger,REJECTED,Missing or invalid registration date
BUS0002930,Pioneer Foods,RC656957,registered,,Non-Profit Organization,Information Technology,Adamawa,REJECTED,Missing or invalid registration date
BUS0002931,Nova Industrial Works,RC286988,registered,,Limited Liability Company,Agro-processing,Oyo,REJECTED,Missing or invalid registration date
BUS0002932,Nova Industrial Works,RC760477,registered,2016-05-10,Enterprise,Information Technology,Osun,VERIFIED,Business passed basic verification
BUS0002933,Crown Textiles,RC657064,registered,,Public Limited Company,Advertising,Ogun,REJECTED,Missing or invalid registration date
BUS0002934,Prime Health Supplies,RC255418,registered,,Public Limited Company,Construction,Osun,REJECTED,Missing or invalid registration date
BUS0002935,Vertex Global Services,RC956751,registered,,Enterprise,Transportation,Kogi,REJECTED,Missing or invalid registration date
BUS0002936,Guardian Security Services,RC165910,registered,,Public Limited Company,Security Services,Zamfara,REJECTED,Missing or invalid registration date
BUS0002937,Zenith Media,RC242074,registered,,Non-Profit Organization,Microfinance,Kogi,REJECTED,Missing or invalid registration date
BUS0002938,Nimbus IT Solutions,RC947593,registered,2016-05-05,Enterprise,Renewable Energy,Katsina,VERIFIED,Business passed basic verification
BUS0002939,Alpha Systems Ltd,RC890123,registered,2017-10-12,Non-Profit Organization,Textiles,Osun,VERIFIED,Business passed basic verification
BUS0002940,Bright Learning Institute,RC789795,registered,,Non-Profit Organization,Advertising,Enugu,REJECTED,Missing or invalid registration date
